cell_id	coords
3728	[[5786, 6206], [5775, 6206], [5774, 6205], [5771, 6205], [5770, 6204], [5766, 6203], [5758, 6195], [5756, 6195], [5755, 6191], [5754, 6190], [5754, 6185], [5753, 6184], [5753, 6176], [5754, 6175], [5753, 6174], [5754, 6173], [5754, 6171], [5759, 6166], [5759, 6163], [5760, 6161], [5764, 6157], [5768, 6155], [5769, 6156], [5771, 6154], [5772, 6155], [5773, 6154], [5774, 6155], [5778, 6153], [5783, 6153], [5786, 6155], [5787, 6154], [5789, 6154], [5795, 6157], [5798, 6157], [5800, 6160], [5800, 6164], [5801, 6165], [5801, 6168], [5802, 6169], [5801, 6170], [5803, 6173], [5803, 6175], [5802, 6176], [5802, 6189], [5801, 6190], [5801, 6193], [5800, 6194], [5800, 6196], [5794, 6203], [5790, 6205], [5787, 6205], [5786, 6206]]
3729	[[2721, 6164], [2715, 6164], [2716, 6162], [2716, 6160], [2715, 6159], [2717, 6158], [2719, 6155], [2722, 6155], [2722, 6157], [2721, 6158], [2724, 6159], [2724, 6161], [2723, 6161], [2721, 6164]]
3730	[[3683, 6188], [3680, 6188], [3678, 6186], [3676, 6186], [3676, 6184], [3675, 6184], [3674, 6186], [3672, 6186], [3669, 6184], [3670, 6183], [3669, 6182], [3669, 6179], [3670, 6178], [3667, 6172], [3668, 6167], [3666, 6164], [3666, 6160], [3671, 6156], [3676, 6160], [3681, 6162], [3683, 6166], [3682, 6167], [3684, 6169], [3683, 6171], [3686, 6175], [3686, 6179], [3687, 6180], [3687, 6182], [3685, 6184], [3685, 6186], [3684, 6186], [3683, 6188]]
3731	[[3839, 6191], [3836, 6191], [3833, 6189], [3833, 6187], [3832, 6186], [3832, 6184], [3830, 6180], [3830, 6175], [3831, 6174], [3831, 6171], [3833, 6167], [3832, 6165], [3834, 6165], [3834, 6162], [3833, 6161], [3834, 6159], [3838, 6156], [3839, 6158], [3839, 6172], [3838, 6173], [3840, 6177], [3840, 6179], [3839, 6180], [3839, 6183], [3840, 6184], [3840, 6190], [3839, 6191]]
3732	[[640, 6218], [630, 6218], [629, 6217], [627, 6217], [623, 6215], [618, 6211], [616, 6207], [615, 6201], [614, 6200], [614, 6187], [618, 6184], [614, 6179], [615, 6171], [617, 6167], [623, 6161], [627, 6159], [629, 6159], [630, 6158], [637, 6158], [638, 6159], [640, 6159], [642, 6161], [649, 6165], [656, 6174], [656, 6176], [658, 6179], [658, 6182], [659, 6183], [659, 6189], [656, 6190], [659, 6192], [658, 6194], [658, 6197], [656, 6200], [656, 6203], [654, 6205], [652, 6209], [645, 6216], [641, 6217], [640, 6218]]
3733	[[5373, 6225], [5368, 6222], [5368, 6220], [5366, 6216], [5366, 6211], [5365, 6210], [5365, 6206], [5364, 6205], [5364, 6193], [5365, 6192], [5365, 6189], [5369, 6182], [5369, 6180], [5372, 6174], [5377, 6169], [5377, 6168], [5379, 6166], [5385, 6163], [5387, 6161], [5389, 6161], [5392, 6159], [5395, 6159], [5396, 6158], [5397, 6159], [5401, 6159], [5403, 6161], [5405, 6161], [5406, 6163], [5406, 6164], [5416, 6174], [5417, 6176], [5417, 6178], [5418, 6179], [5418, 6185], [5416, 6188], [5417, 6190], [5417, 6199], [5413, 6207], [5408, 6212], [5404, 6213], [5401, 6215], [5389, 6217], [5383, 6223], [5381, 6224], [5378, 6224], [5377, 6225], [5373, 6225]]
3734	[[3167, 6169], [3165, 6170], [3162, 6170], [3158, 6168], [3158, 6166], [3160, 6165], [3163, 6162], [3165, 6162], [3167, 6164], [3167, 6166], [3166, 6167], [3167, 6168], [3167, 6169]]
3735	[[3868, 6176], [3867, 6176], [3865, 6175], [3864, 6174], [3859, 6168], [3858, 6168], [3856, 6165], [3854, 6167], [3852, 6167], [3851, 6168], [3850, 6167], [3849, 6168], [3848, 6166], [3851, 6164], [3853, 6164], [3854, 6165], [3857, 6164], [3860, 6167], [3861, 6167], [3864, 6171], [3865, 6174], [3868, 6176]]
3736	[[4681, 6175], [4684, 6172], [4683, 6170], [4684, 6169], [4686, 6168], [4687, 6169], [4692, 6166], [4695, 6167], [4696, 6165], [4698, 6165], [4698, 6166], [4696, 6167], [4699, 6167], [4700, 6168], [4700, 6167], [4703, 6165], [4709, 6173], [4709, 6174], [4705, 6174], [4704, 6173], [4688, 6173], [4684, 6175], [4681, 6175]]
3737	[[3861, 6187], [3859, 6187], [3859, 6185], [3855, 6186], [3854, 6185], [3851, 6185], [3849, 6184], [3848, 6180], [3850, 6176], [3850, 6173], [3849, 6172], [3850, 6168], [3856, 6166], [3858, 6168], [3859, 6168], [3864, 6174], [3865, 6175], [3866, 6175], [3867, 6177], [3864, 6179], [3866, 6180], [3866, 6183], [3863, 6185], [3861, 6184], [3861, 6187]]
3738	[[1942, 6219], [1939, 6217], [1937, 6217], [1934, 6214], [1933, 6214], [1930, 6211], [1930, 6209], [1928, 6207], [1928, 6204], [1926, 6201], [1926, 6196], [1925, 6195], [1926, 6185], [1931, 6177], [1932, 6177], [1936, 6173], [1937, 6173], [1939, 6171], [1941, 6171], [1943, 6169], [1946, 6169], [1947, 6168], [1957, 6168], [1958, 6169], [1962, 6169], [1969, 6173], [1974, 6181], [1974, 6185], [1975, 6186], [1974, 6188], [1974, 6192], [1970, 6200], [1965, 6205], [1964, 6205], [1961, 6208], [1960, 6208], [1954, 6215], [1947, 6219], [1942, 6219]]
3739	[[2023, 6216], [2019, 6214], [2018, 6212], [2017, 6213], [2015, 6212], [2016, 6210], [2016, 6205], [2014, 6206], [2015, 6207], [2015, 6209], [2014, 6208], [2012, 6207], [2012, 6204], [2011, 6207], [2009, 6205], [2009, 6200], [2008, 6199], [2008, 6191], [2009, 6190], [2009, 6186], [2010, 6185], [2010, 6183], [2015, 6178], [2021, 6175], [2024, 6175], [2025, 6174], [2032, 6173], [2035, 6171], [2038, 6171], [2039, 6170], [2046, 6169], [2047, 6170], [2050, 6170], [2054, 6172], [2057, 6175], [2058, 6175], [2063, 6179], [2066, 6181], [2068, 6185], [2068, 6194], [2065, 6196], [2067, 6198], [2067, 6199], [2066, 6200], [2066, 6203], [2065, 6204], [2065, 6208], [2062, 6212], [2050, 6218], [2033, 6218], [2032, 6217], [2026, 6217], [2025, 6216], [2023, 6216]]
3740	[[783, 6190], [781, 6190], [779, 6187], [778, 6188], [777, 6187], [776, 6188], [774, 6187], [774, 6185], [773, 6184], [775, 6180], [778, 6180], [777, 6179], [779, 6177], [779, 6172], [781, 6170], [782, 6170], [784, 6173], [785, 6171], [786, 6172], [785, 6174], [785, 6179], [787, 6180], [787, 6185], [785, 6186], [784, 6189], [783, 6190]]
3741	[[2010, 6185], [2007, 6183], [2005, 6183], [2002, 6185], [2000, 6185], [2001, 6184], [2001, 6182], [2000, 6181], [2001, 6180], [2000, 6178], [2001, 6176], [2000, 6174], [2003, 6170], [2009, 6170], [2011, 6173], [2012, 6180], [2010, 6183], [2010, 6185]]
3742	[[2765, 6230], [2763, 6227], [2758, 6220], [2757, 6213], [2752, 6207], [2749, 6201], [2749, 6199], [2750, 6198], [2750, 6196], [2754, 6192], [2754, 6191], [2758, 6188], [2759, 6186], [2758, 6185], [2759, 6183], [2767, 6175], [2770, 6174], [2772, 6172], [2774, 6172], [2778, 6170], [2783, 6174], [2784, 6174], [2787, 6177], [2788, 6177], [2792, 6182], [2793, 6184], [2793, 6188], [2794, 6189], [2794, 6196], [2793, 6197], [2792, 6202], [2791, 6203], [2789, 6203], [2787, 6205], [2787, 6209], [2789, 6211], [2787, 6213], [2785, 6218], [2775, 6227], [2772, 6227], [2768, 6230], [2765, 6230]]
3743	[[1561, 6219], [1544, 6219], [1540, 6216], [1537, 6215], [1528, 6207], [1528, 6206], [1525, 6203], [1522, 6197], [1521, 6190], [1523, 6189], [1523, 6186], [1522, 6185], [1524, 6181], [1529, 6176], [1530, 6176], [1532, 6174], [1534, 6174], [1535, 6173], [1539, 6173], [1540, 6172], [1547, 6172], [1548, 6171], [1550, 6172], [1555, 6172], [1556, 6173], [1559, 6173], [1562, 6175], [1566, 6176], [1568, 6178], [1572, 6180], [1576, 6186], [1578, 6190], [1578, 6194], [1576, 6196], [1578, 6198], [1578, 6202], [1577, 6203], [1577, 6205], [1573, 6212], [1571, 6214], [1561, 6219]]
3744	[[3432, 6203], [3431, 6202], [3426, 6201], [3421, 6199], [3421, 6198], [3418, 6194], [3418, 6192], [3419, 6191], [3418, 6186], [3423, 6179], [3423, 6178], [3426, 6175], [3436, 6172], [3437, 6173], [3440, 6173], [3442, 6175], [3443, 6175], [3445, 6179], [3445, 6183], [3443, 6187], [3445, 6187], [3445, 6189], [3444, 6190], [3444, 6193], [3441, 6199], [3440, 6199], [3437, 6202], [3434, 6202], [3432, 6203]]
3745	[[4708, 6205], [4706, 6205], [4704, 6203], [4703, 6203], [4699, 6207], [4695, 6207], [4694, 6206], [4693, 6207], [4690, 6205], [4690, 6204], [4682, 6197], [4681, 6195], [4681, 6192], [4682, 6191], [4681, 6189], [4681, 6186], [4682, 6185], [4681, 6180], [4684, 6178], [4683, 6176], [4685, 6174], [4687, 6174], [4688, 6173], [4704, 6173], [4705, 6174], [4710, 6174], [4712, 6177], [4712, 6178], [4716, 6183], [4716, 6185], [4717, 6186], [4717, 6191], [4716, 6192], [4716, 6194], [4713, 6200], [4709, 6203], [4708, 6203], [4708, 6205]]
3746	[[422, 6193], [418, 6192], [417, 6191], [415, 6191], [412, 6189], [411, 6190], [409, 6189], [406, 6185], [406, 6183], [404, 6182], [404, 6179], [411, 6175], [416, 6175], [416, 6177], [415, 6178], [419, 6180], [418, 6184], [419, 6184], [420, 6183], [420, 6185], [422, 6184], [423, 6185], [423, 6191], [422, 6193]]
3747	[[798, 6199], [790, 6198], [786, 6194], [786, 6192], [787, 6191], [786, 6189], [787, 6187], [790, 6185], [789, 6184], [791, 6183], [791, 6181], [796, 6177], [799, 6177], [803, 6179], [805, 6182], [805, 6183], [807, 6184], [807, 6186], [808, 6187], [808, 6190], [806, 6194], [803, 6197], [799, 6198], [798, 6199]]
3748	[[774, 6186], [773, 6186], [771, 6184], [771, 6181], [772, 6180], [771, 6179], [772, 6178], [774, 6179], [773, 6180], [774, 6181], [773, 6183], [774, 6185], [774, 6186]]
3749	[[1284, 6239], [1277, 6235], [1272, 6231], [1270, 6227], [1270, 6214], [1268, 6213], [1270, 6212], [1271, 6210], [1268, 6210], [1268, 6205], [1269, 6204], [1270, 6196], [1273, 6190], [1281, 6183], [1287, 6180], [1294, 6179], [1302, 6183], [1308, 6191], [1309, 6195], [1310, 6196], [1311, 6206], [1312, 6207], [1312, 6209], [1311, 6210], [1312, 6212], [1311, 6212], [1310, 6214], [1311, 6214], [1312, 6213], [1313, 6215], [1313, 6217], [1312, 6218], [1311, 6225], [1309, 6227], [1307, 6231], [1303, 6235], [1302, 6235], [1300, 6237], [1298, 6237], [1294, 6239], [1284, 6239]]
3750	[[2637, 6236], [2636, 6235], [2632, 6235], [2631, 6234], [2626, 6233], [2621, 6230], [2618, 6230], [2616, 6229], [2613, 6227], [2613, 6226], [2609, 6223], [2608, 6221], [2608, 6218], [2608, 6217], [2607, 6219], [2606, 6219], [2607, 6217], [2607, 6214], [2605, 6212], [2606, 6210], [2606, 6207], [2609, 6203], [2609, 6201], [2614, 6192], [2620, 6187], [2622, 6187], [2626, 6184], [2632, 6181], [2635, 6181], [2636, 6180], [2646, 6179], [2647, 6180], [2652, 6180], [2653, 6181], [2656, 6181], [2660, 6183], [2663, 6186], [2664, 6186], [2668, 6191], [2670, 6195], [2670, 6200], [2671, 6201], [2671, 6204], [2670, 6205], [2669, 6212], [2665, 6220], [2663, 6222], [2662, 6225], [2659, 6228], [2658, 6228], [2655, 6231], [2652, 6232], [2648, 6235], [2644, 6235], [2643, 6236], [2637, 6236]]
3751	[[6971, 6205], [6969, 6204], [6967, 6205], [6963, 6204], [6962, 6205], [6960, 6204], [6962, 6203], [6962, 6202], [6956, 6203], [6951, 6199], [6951, 6196], [6954, 6192], [6956, 6192], [6958, 6190], [6958, 6194], [6959, 6194], [6959, 6185], [6964, 6180], [6966, 6179], [6972, 6180], [6975, 6184], [6976, 6188], [6977, 6189], [6977, 6191], [6974, 6195], [6974, 6198], [6976, 6202], [6975, 6202], [6973, 6201], [6971, 6205]]
3752	[[7113, 6243], [7112, 6242], [7109, 6242], [7104, 6239], [7100, 6238], [7099, 6237], [7093, 6232], [7091, 6228], [7092, 6225], [7090, 6223], [7090, 6214], [7091, 6213], [7091, 6209], [7092, 6208], [7092, 6206], [7096, 6198], [7102, 6191], [7103, 6191], [7105, 6189], [7108, 6188], [7110, 6186], [7114, 6184], [7116, 6184], [7117, 6183], [7118, 6184], [7119, 6183], [7123, 6182], [7124, 6183], [7130, 6184], [7135, 6189], [7135, 6190], [7138, 6193], [7142, 6200], [7142, 6202], [7143, 6203], [7143, 6208], [7142, 6209], [7142, 6213], [7141, 6214], [7140, 6219], [7136, 6225], [7135, 6230], [7123, 6241], [7121, 6242], [7118, 6242], [7117, 6243], [7113, 6243]]
3753	[[2311, 6217], [2309, 6219], [2306, 6220], [2302, 6225], [2298, 6227], [2293, 6228], [2292, 6229], [2263, 6229], [2262, 6228], [2258, 6228], [2257, 6227], [2252, 6226], [2250, 6224], [2249, 6224], [2246, 6222], [2244, 6218], [2243, 6211], [2245, 6209], [2245, 6203], [2246, 6202], [2246, 6200], [2254, 6189], [2255, 6189], [2259, 6186], [2261, 6186], [2265, 6184], [2268, 6184], [2269, 6183], [2278, 6183], [2279, 6184], [2282, 6184], [2283, 6185], [2288, 6186], [2300, 6192], [2306, 6199], [2308, 6203], [2308, 6205], [2311, 6210], [2311, 6213], [2312, 6214], [2312, 6215], [2309, 6216], [2311, 6217]]
3754	[[6399, 6253], [6398, 6252], [6395, 6252], [6393, 6251], [6388, 6247], [6386, 6243], [6380, 6237], [6378, 6233], [6379, 6232], [6377, 6231], [6375, 6227], [6376, 6226], [6374, 6223], [6375, 6220], [6373, 6217], [6373, 6212], [6376, 6208], [6377, 6208], [6382, 6203], [6383, 6203], [6386, 6200], [6387, 6200], [6392, 6195], [6402, 6190], [6404, 6190], [6405, 6189], [6409, 6189], [6410, 6188], [6414, 6188], [6415, 6189], [6420, 6189], [6421, 6190], [6423, 6190], [6427, 6193], [6428, 6193], [6429, 6195], [6429, 6196], [6432, 6198], [6434, 6202], [6434, 6205], [6435, 6206], [6435, 6215], [6434, 6216], [6434, 6219], [6431, 6219], [6432, 6222], [6430, 6224], [6430, 6227], [6425, 6233], [6426, 6234], [6424, 6238], [6418, 6246], [6417, 6249], [6415, 6249], [6413, 6251], [6409, 6252], [6408, 6253], [6399, 6253]]
3755	[[435, 6207], [432, 6207], [423, 6202], [423, 6199], [427, 6195], [426, 6193], [429, 6189], [435, 6189], [439, 6192], [438, 6193], [440, 6195], [440, 6200], [439, 6201], [438, 6205], [435, 6207]]
3756	[[2894, 6214], [2893, 6212], [2895, 6211], [2895, 6211], [2894, 6210], [2896, 6209], [2897, 6202], [2898, 6200], [2903, 6196], [2905, 6196], [2906, 6195], [2913, 6195], [2914, 6196], [2916, 6196], [2920, 6198], [2923, 6203], [2923, 6206], [2921, 6203], [2918, 6199], [2914, 6198], [2913, 6197], [2911, 6197], [2909, 6198], [2904, 6204], [2903, 6208], [2902, 6209], [2902, 6212], [2901, 6213], [2896, 6213], [2894, 6214]]
3757	[[2915, 6233], [2913, 6233], [2909, 6228], [2909, 6223], [2908, 6222], [2908, 6217], [2901, 6217], [2895, 6220], [2892, 6219], [2890, 6218], [2891, 6217], [2892, 6214], [2895, 6214], [2896, 6213], [2901, 6213], [2902, 6212], [2902, 6209], [2903, 6208], [2904, 6204], [2906, 6202], [2906, 6201], [2911, 6197], [2913, 6197], [2914, 6198], [2918, 6199], [2921, 6203], [2922, 6206], [2924, 6208], [2924, 6211], [2925, 6212], [2925, 6220], [2924, 6221], [2923, 6226], [2918, 6232], [2916, 6232], [2915, 6233]]
3758	[[2765, 6231], [2762, 6231], [2758, 6228], [2758, 6225], [2757, 6224], [2757, 6222], [2755, 6218], [2749, 6212], [2749, 6210], [2746, 6207], [2746, 6205], [2749, 6200], [2750, 6202], [2752, 6207], [2757, 6213], [2758, 6220], [2763, 6227], [2765, 6231], [2765, 6231]]
3759	[[1185, 6233], [1184, 6226], [1185, 6225], [1186, 6219], [1188, 6217], [1188, 6216], [1191, 6213], [1198, 6210], [1202, 6206], [1204, 6205], [1208, 6205], [1209, 6204], [1215, 6205], [1217, 6207], [1218, 6207], [1226, 6216], [1226, 6220], [1223, 6224], [1223, 6225], [1218, 6230], [1211, 6234], [1209, 6234], [1208, 6233], [1204, 6235], [1191, 6235], [1190, 6234], [1187, 6234], [1185, 6233]]
3760	[[2754, 6233], [2752, 6232], [2750, 6233], [2749, 6232], [2744, 6231], [2741, 6229], [2740, 6223], [2739, 6222], [2739, 6215], [2740, 6214], [2742, 6216], [2742, 6215], [2745, 6213], [2743, 6211], [2745, 6207], [2746, 6209], [2747, 6211], [2748, 6210], [2747, 6209], [2748, 6208], [2749, 6210], [2749, 6212], [2755, 6218], [2757, 6222], [2758, 6228], [2759, 6229], [2757, 6231], [2756, 6230], [2754, 6231], [2754, 6233]]
3761	[[2010, 6236], [2001, 6236], [2001, 6214], [2000, 6213], [2001, 6212], [2001, 6210], [2003, 6208], [2008, 6208], [2009, 6210], [2009, 6212], [2010, 6213], [2009, 6214], [2009, 6222], [2010, 6223], [2010, 6236]]
3762	[[1776, 6261], [1768, 6261], [1767, 6260], [1765, 6260], [1762, 6257], [1761, 6257], [1756, 6253], [1754, 6248], [1752, 6246], [1750, 6241], [1748, 6239], [1746, 6235], [1746, 6229], [1747, 6228], [1746, 6226], [1747, 6225], [1747, 6223], [1750, 6219], [1750, 6218], [1754, 6215], [1756, 6215], [1757, 6214], [1767, 6214], [1768, 6215], [1772, 6215], [1775, 6217], [1777, 6217], [1782, 6223], [1784, 6227], [1784, 6231], [1785, 6232], [1784, 6253], [1781, 6257], [1781, 6258], [1776, 6261]]
3763	[[3835, 6225], [3833, 6224], [3833, 6217], [3838, 6216], [3842, 6214], [3843, 6217], [3842, 6218], [3842, 6221], [3841, 6223], [3838, 6225], [3835, 6225]]
3764	[[2912, 6234], [2910, 6234], [2909, 6231], [2906, 6228], [2905, 6225], [2903, 6222], [2901, 6222], [2900, 6221], [2896, 6222], [2893, 6221], [2896, 6219], [2898, 6219], [2901, 6217], [2908, 6217], [2908, 6222], [2909, 6223], [2909, 6228], [2911, 6231], [2911, 6233], [2912, 6234], [2912, 6234]]
3765	[[6533, 6273], [6532, 6272], [6528, 6272], [6527, 6271], [6525, 6271], [6521, 6269], [6516, 6265], [6514, 6261], [6513, 6254], [6514, 6253], [6515, 6241], [6516, 6240], [6517, 6235], [6520, 6231], [6520, 6230], [6527, 6223], [6533, 6220], [6537, 6220], [6538, 6219], [6540, 6219], [6541, 6220], [6544, 6220], [6550, 6223], [6555, 6229], [6559, 6236], [6559, 6239], [6560, 6240], [6558, 6241], [6560, 6242], [6560, 6248], [6559, 6249], [6559, 6251], [6558, 6252], [6558, 6254], [6556, 6258], [6549, 6266], [6548, 6266], [6542, 6271], [6533, 6273]]
3766	[[6332, 6276], [6328, 6276], [6327, 6275], [6325, 6275], [6318, 6271], [6319, 6270], [6316, 6268], [6315, 6266], [6316, 6265], [6314, 6264], [6312, 6260], [6313, 6259], [6311, 6258], [6310, 6256], [6311, 6255], [6309, 6254], [6309, 6252], [6311, 6248], [6311, 6247], [6309, 6246], [6309, 6244], [6310, 6243], [6310, 6241], [6313, 6235], [6323, 6223], [6329, 6220], [6336, 6220], [6344, 6224], [6346, 6229], [6350, 6233], [6352, 6241], [6349, 6242], [6352, 6242], [6352, 6244], [6351, 6245], [6351, 6251], [6350, 6252], [6350, 6254], [6349, 6255], [6347, 6263], [6343, 6268], [6342, 6268], [6336, 6274], [6332, 6276]]
3767	[[2911, 6235], [2909, 6235], [2907, 6237], [2908, 6238], [2908, 6238], [2904, 6238], [2902, 6237], [2898, 6233], [2891, 6233], [2890, 6234], [2888, 6234], [2884, 6232], [2884, 6230], [2888, 6222], [2890, 6221], [2892, 6222], [2898, 6222], [2900, 6221], [2901, 6222], [2903, 6222], [2905, 6225], [2906, 6228], [2909, 6231], [2911, 6235]]
3768	[[4106, 6237], [4102, 6237], [4101, 6236], [4096, 6236], [4095, 6235], [4092, 6235], [4082, 6230], [4079, 6230], [4082, 6229], [4083, 6228], [4088, 6228], [4088, 6227], [4087, 6225], [4091, 6222], [4093, 6222], [4094, 6221], [4100, 6221], [4101, 6222], [4103, 6222], [4103, 6224], [4107, 6227], [4109, 6231], [4108, 6235], [4106, 6237]]
3769	[[1018, 6289], [1016, 6288], [1011, 6288], [1010, 6287], [1008, 6287], [1004, 6285], [1001, 6283], [996, 6274], [996, 6271], [995, 6270], [995, 6267], [994, 6266], [994, 6263], [993, 6262], [993, 6257], [995, 6256], [993, 6254], [993, 6249], [994, 6248], [994, 6245], [995, 6244], [995, 6241], [996, 6240], [997, 6235], [999, 6231], [1004, 6226], [1010, 6223], [1018, 6223], [1019, 6224], [1021, 6224], [1025, 6226], [1029, 6231], [1029, 6232], [1032, 6236], [1033, 6244], [1034, 6245], [1034, 6251], [1035, 6252], [1035, 6257], [1034, 6258], [1034, 6262], [1036, 6263], [1036, 6267], [1035, 6268], [1036, 6273], [1035, 6274], [1035, 6277], [1030, 6284], [1023, 6288], [1019, 6288], [1018, 6289]]
3770	[[3185, 6275], [3184, 6274], [3180, 6274], [3179, 6273], [3177, 6273], [3171, 6270], [3161, 6262], [3158, 6256], [3159, 6255], [3158, 6254], [3158, 6242], [3159, 6240], [3169, 6231], [3177, 6229], [3185, 6225], [3187, 6225], [3191, 6223], [3197, 6223], [3198, 6224], [3204, 6225], [3219, 6239], [3219, 6241], [3220, 6242], [3220, 6253], [3219, 6254], [3219, 6258], [3217, 6260], [3217, 6261], [3213, 6264], [3213, 6265], [3212, 6266], [3207, 6268], [3205, 6270], [3201, 6272], [3197, 6272], [3196, 6273], [3193, 6273], [3192, 6274], [3187, 6274], [3185, 6275]]
3771	[[3835, 6233], [3833, 6232], [3834, 6224], [3835, 6225], [3838, 6225], [3841, 6223], [3841, 6226], [3843, 6227], [3843, 6226], [3844, 6226], [3844, 6230], [3841, 6231], [3840, 6229], [3839, 6232], [3838, 6233], [3835, 6233]]
3772	[[1211, 6273], [1205, 6270], [1203, 6270], [1201, 6268], [1197, 6266], [1195, 6265], [1196, 6264], [1195, 6263], [1187, 6256], [1188, 6254], [1185, 6248], [1185, 6246], [1186, 6245], [1185, 6243], [1186, 6241], [1184, 6241], [1184, 6237], [1186, 6235], [1194, 6235], [1195, 6237], [1196, 6235], [1207, 6235], [1208, 6234], [1212, 6234], [1216, 6231], [1217, 6231], [1222, 6226], [1224, 6225], [1225, 6226], [1229, 6226], [1229, 6236], [1232, 6240], [1233, 6246], [1234, 6247], [1234, 6251], [1230, 6252], [1234, 6252], [1235, 6254], [1234, 6261], [1224, 6271], [1220, 6272], [1219, 6273], [1211, 6273]]
3773	[[226, 6277], [222, 6278], [221, 6279], [214, 6280], [213, 6281], [203, 6281], [193, 6276], [188, 6272], [187, 6268], [186, 6267], [186, 6254], [187, 6253], [187, 6249], [190, 6243], [190, 6240], [192, 6236], [198, 6231], [200, 6231], [201, 6230], [208, 6230], [211, 6232], [219, 6233], [220, 6234], [225, 6235], [230, 6239], [233, 6245], [233, 6257], [232, 6258], [233, 6259], [233, 6262], [230, 6263], [233, 6265], [233, 6267], [229, 6275], [226, 6277]]
3774	[[3491, 6278], [3477, 6278], [3476, 6277], [3471, 6276], [3463, 6270], [3461, 6266], [3461, 6264], [3460, 6263], [3460, 6259], [3459, 6258], [3459, 6254], [3461, 6253], [3460, 6252], [3461, 6251], [3461, 6246], [3465, 6239], [3470, 6234], [3474, 6232], [3477, 6232], [3478, 6231], [3481, 6231], [3482, 6230], [3494, 6231], [3502, 6235], [3508, 6242], [3508, 6243], [3510, 6245], [3510, 6247], [3511, 6248], [3510, 6261], [3506, 6269], [3499, 6275], [3495, 6276], [3494, 6277], [3492, 6277], [3491, 6278]]
3775	[[3834, 6243], [3833, 6233], [3834, 6232], [3835, 6233], [3838, 6233], [3844, 6230], [3844, 6241], [3842, 6241], [3841, 6242], [3839, 6241], [3838, 6243], [3834, 6243]]
3776	[[4106, 6249], [4106, 6249], [4104, 6247], [4103, 6250], [4099, 6250], [4098, 6251], [4083, 6251], [4082, 6252], [4076, 6252], [4075, 6253], [4073, 6253], [4072, 6252], [4070, 6252], [4067, 6249], [4067, 6245], [4068, 6243], [4070, 6242], [4068, 6241], [4068, 6239], [4070, 6237], [4071, 6234], [4074, 6231], [4079, 6231], [4080, 6230], [4082, 6230], [4083, 6232], [4086, 6232], [4089, 6234], [4095, 6235], [4096, 6236], [4101, 6236], [4102, 6238], [4104, 6237], [4107, 6237], [4107, 6239], [4105, 6239], [4104, 6241], [4108, 6241], [4108, 6243], [4103, 6244], [4103, 6245], [4105, 6246], [4105, 6248], [4106, 6249]]
3777	[[3137, 6271], [3130, 6271], [3122, 6267], [3117, 6263], [3117, 6261], [3113, 6256], [3113, 6254], [3112, 6253], [3112, 6246], [3114, 6242], [3122, 6234], [3126, 6232], [3128, 6232], [3129, 6231], [3132, 6231], [3133, 6232], [3138, 6233], [3144, 6236], [3145, 6238], [3145, 6240], [3147, 6244], [3148, 6244], [3149, 6243], [3150, 6245], [3151, 6244], [3152, 6247], [3152, 6249], [3151, 6250], [3151, 6258], [3147, 6263], [3147, 6265], [3144, 6268], [3140, 6270], [3138, 6270], [3137, 6271]]
3778	[[3098, 6243], [3092, 6242], [3091, 6241], [3088, 6238], [3088, 6237], [3090, 6236], [3089, 6235], [3091, 6233], [3092, 6234], [3095, 6234], [3096, 6232], [3098, 6232], [3100, 6234], [3101, 6233], [3103, 6236], [3103, 6237], [3101, 6239], [3102, 6241], [3102, 6241], [3101, 6240], [3100, 6242], [3098, 6243]]
3779	[[5604, 6282], [5590, 6282], [5589, 6281], [5587, 6281], [5583, 6279], [5576, 6272], [5574, 6268], [5574, 6265], [5573, 6264], [5573, 6261], [5572, 6260], [5572, 6257], [5574, 6255], [5573, 6252], [5576, 6246], [5587, 6236], [5595, 6232], [5604, 6232], [5612, 6236], [5618, 6244], [5618, 6246], [5620, 6250], [5620, 6255], [5620, 6255], [5619, 6254], [5617, 6257], [5618, 6258], [5618, 6263], [5617, 6264], [5617, 6266], [5616, 6267], [5615, 6271], [5613, 6273], [5611, 6277], [5608, 6280], [5604, 6282]]
3780	[[2903, 6253], [2900, 6253], [2897, 6251], [2895, 6251], [2890, 6248], [2889, 6244], [2886, 6238], [2886, 6237], [2888, 6236], [2887, 6235], [2887, 6234], [2890, 6234], [2891, 6233], [2898, 6233], [2902, 6237], [2906, 6238], [2907, 6240], [2908, 6242], [2907, 6244], [2908, 6245], [2907, 6246], [2906, 6250], [2905, 6251], [2904, 6251], [2903, 6253]]
3781	[[3068, 6272], [3059, 6272], [3058, 6271], [3054, 6270], [3051, 6268], [3049, 6264], [3049, 6262], [3047, 6259], [3047, 6249], [3048, 6248], [3048, 6245], [3050, 6241], [3055, 6236], [3059, 6235], [3060, 6234], [3063, 6234], [3064, 6233], [3074, 6233], [3075, 6234], [3078, 6234], [3082, 6236], [3086, 6241], [3086, 6242], [3088, 6244], [3088, 6247], [3089, 6248], [3089, 6253], [3086, 6255], [3088, 6256], [3086, 6260], [3080, 6267], [3077, 6268], [3075, 6270], [3069, 6271], [3068, 6272]]
