cell_id	coords
1400	[[1891, 3591], [1887, 3591], [1886, 3590], [1883, 3590], [1883, 3588], [1881, 3585], [1881, 3575], [1880, 3574], [1881, 3567], [1882, 3574], [1884, 3575], [1886, 3576], [1890, 3576], [1891, 3575], [1891, 3576], [1892, 3582], [1893, 3583], [1893, 3588], [1891, 3591]]
1401	[[1891, 3575], [1890, 3576], [1886, 3576], [1884, 3575], [1882, 3574], [1881, 3568], [1883, 3567], [1885, 3569], [1886, 3568], [1887, 3569], [1890, 3569], [1891, 3568], [1891, 3575]]
1402	[[6988, 3606], [6977, 3606], [6975, 3605], [6969, 3600], [6967, 3596], [6967, 3592], [6968, 3591], [6967, 3589], [6967, 3584], [6969, 3581], [6969, 3579], [6972, 3575], [6972, 3574], [6976, 3570], [6980, 3569], [6981, 3568], [6984, 3568], [6985, 3569], [6990, 3570], [6992, 3572], [6993, 3572], [6997, 3577], [7001, 3585], [7001, 3586], [6999, 3587], [7001, 3588], [6999, 3595], [6997, 3597], [6997, 3598], [6991, 3604], [6990, 3604], [6988, 3606]]
1403	[[2304, 3588], [2303, 3588], [2301, 3587], [2301, 3586], [2298, 3584], [2298, 3577], [2302, 3574], [2306, 3575], [2307, 3578], [2307, 3580], [2306, 3581], [2306, 3585], [2305, 3586], [2306, 3587], [2304, 3588]]
1404	[[3716, 3580], [3716, 3575], [3720, 3575], [3721, 3574], [3726, 3575], [3726, 3578], [3721, 3578], [3720, 3579], [3716, 3580]]
1405	[[2042, 3614], [2036, 3609], [2035, 3605], [2034, 3604], [2034, 3600], [2035, 3599], [2035, 3596], [2037, 3592], [2046, 3582], [2052, 3579], [2058, 3579], [2059, 3578], [2063, 3578], [2064, 3577], [2072, 3577], [2073, 3578], [2077, 3578], [2083, 3581], [2086, 3585], [2088, 3589], [2088, 3591], [2089, 3592], [2088, 3604], [2085, 3608], [2085, 3609], [2081, 3613], [2077, 3615], [2074, 3615], [2073, 3616], [2070, 3616], [2069, 3617], [2050, 3617], [2049, 3616], [2047, 3616], [2046, 3615], [2042, 3614]]
1406	[[3726, 3587], [3721, 3587], [3720, 3588], [3717, 3588], [3715, 3587], [3715, 3581], [3721, 3578], [3726, 3578], [3726, 3587]]
1407	[[1882, 3588], [1882, 3585], [1882, 3588]]
1408	[[3959, 3628], [3956, 3627], [3947, 3621], [3946, 3619], [3947, 3618], [3947, 3616], [3945, 3612], [3945, 3607], [3947, 3606], [3946, 3604], [3949, 3600], [3948, 3599], [3948, 3597], [3949, 3596], [3950, 3591], [3954, 3586], [3957, 3586], [3958, 3585], [3959, 3586], [3965, 3586], [3967, 3587], [3969, 3590], [3969, 3592], [3972, 3597], [3972, 3600], [3973, 3601], [3972, 3602], [3972, 3605], [3973, 3607], [3972, 3608], [3971, 3615], [3969, 3619], [3966, 3622], [3967, 3623], [3962, 3627], [3960, 3627], [3959, 3628]]
1409	[[7063, 3626], [7060, 3626], [7059, 3627], [7052, 3627], [7051, 3626], [7045, 3625], [7041, 3622], [7040, 3619], [7036, 3616], [7034, 3612], [7034, 3608], [7036, 3606], [7038, 3606], [7034, 3605], [7035, 3603], [7035, 3599], [7036, 3598], [7036, 3596], [7037, 3594], [7042, 3589], [7043, 3589], [7047, 3586], [7053, 3585], [7054, 3586], [7057, 3586], [7058, 3587], [7062, 3588], [7063, 3590], [7063, 3591], [7065, 3591], [7069, 3596], [7073, 3603], [7073, 3606], [7074, 3607], [7071, 3609], [7074, 3610], [7073, 3611], [7073, 3613], [7069, 3621], [7065, 3625], [7063, 3626]]
1410	[[3716, 3595], [3715, 3592], [3716, 3591], [3717, 3588], [3720, 3588], [3721, 3587], [3726, 3588], [3725, 3589], [3725, 3593], [3723, 3594], [3720, 3594], [3719, 3595], [3716, 3595]]
1411	[[1882, 3596], [1882, 3588], [1882, 3596]]
1412	[[4899, 3603], [4894, 3603], [4892, 3604], [4889, 3601], [4889, 3594], [4888, 3594], [4888, 3596], [4887, 3593], [4891, 3588], [4893, 3588], [4895, 3592], [4894, 3592], [4894, 3593], [4896, 3593], [4897, 3594], [4899, 3593], [4900, 3594], [4902, 3595], [4901, 3599], [4899, 3603]]
1413	[[1895, 3593], [1895, 3594], [1895, 3594], [1894, 3594], [1895, 3593]]
1414	[[3715, 3600], [3716, 3595], [3719, 3595], [3720, 3594], [3723, 3594], [3724, 3593], [3725, 3593], [3726, 3595], [3726, 3599], [3722, 3599], [3721, 3600], [3715, 3600]]
1415	[[747, 3618], [745, 3617], [744, 3618], [740, 3618], [737, 3614], [733, 3615], [730, 3613], [730, 3612], [731, 3611], [732, 3612], [732, 3611], [731, 3610], [731, 3608], [729, 3608], [729, 3604], [730, 3603], [730, 3599], [733, 3595], [736, 3595], [737, 3596], [743, 3596], [745, 3598], [746, 3598], [748, 3601], [750, 3600], [750, 3601], [751, 3603], [750, 3604], [751, 3605], [751, 3609], [748, 3614], [749, 3615], [747, 3618]]
1416	[[1882, 3596], [1882, 3597], [1882, 3597], [1881, 3597], [1882, 3596]]
1417	[[3717, 3613], [3715, 3612], [3716, 3611], [3715, 3610], [3715, 3601], [3720, 3600], [3721, 3602], [3723, 3599], [3726, 3599], [3726, 3601], [3725, 3602], [3725, 3612], [3723, 3612], [3722, 3613], [3717, 3613]]
1418	[[1882, 3606], [1882, 3603], [1882, 3606]]
1419	[[1883, 3626], [1884, 3619], [1886, 3621], [1891, 3621], [1893, 3619], [1893, 3618], [1894, 3618], [1894, 3623], [1893, 3624], [1893, 3626], [1892, 3627], [1888, 3628], [1887, 3627], [1885, 3627], [1883, 3626]]
1420	[[1882, 3619], [1882, 3620], [1882, 3620], [1881, 3620], [1882, 3619]]
1421	[[222, 3650], [214, 3650], [213, 3649], [211, 3649], [207, 3646], [206, 3638], [205, 3637], [206, 3634], [204, 3633], [204, 3628], [205, 3627], [205, 3629], [206, 3629], [206, 3626], [209, 3621], [214, 3621], [215, 3623], [217, 3622], [218, 3624], [216, 3625], [218, 3626], [220, 3625], [220, 3627], [222, 3627], [224, 3631], [224, 3633], [225, 3634], [224, 3635], [224, 3637], [225, 3638], [225, 3644], [223, 3646], [222, 3648], [223, 3649], [222, 3650]]
1422	[[4793, 3697], [4792, 3696], [4790, 3696], [4784, 3693], [4782, 3692], [4781, 3688], [4780, 3687], [4780, 3685], [4781, 3684], [4781, 3682], [4783, 3678], [4783, 3674], [4784, 3672], [4782, 3672], [4782, 3670], [4780, 3667], [4780, 3666], [4782, 3665], [4782, 3664], [4780, 3663], [4777, 3657], [4777, 3653], [4775, 3649], [4775, 3644], [4780, 3633], [4787, 3627], [4791, 3626], [4792, 3625], [4795, 3625], [4796, 3624], [4801, 3624], [4802, 3623], [4810, 3623], [4818, 3627], [4824, 3634], [4824, 3635], [4828, 3640], [4829, 3644], [4830, 3645], [4830, 3648], [4831, 3649], [4829, 3650], [4829, 3651], [4831, 3652], [4830, 3654], [4830, 3658], [4828, 3662], [4828, 3666], [4826, 3669], [4824, 3677], [4819, 3684], [4819, 3685], [4816, 3688], [4816, 3689], [4813, 3692], [4812, 3692], [4808, 3695], [4806, 3695], [4802, 3697], [4793, 3697]]
1423	[[1882, 3629], [1882, 3625], [1882, 3629]]
1424	[[2611, 3642], [2608, 3641], [2608, 3638], [2607, 3640], [2604, 3638], [2600, 3638], [2597, 3640], [2596, 3638], [2593, 3639], [2589, 3636], [2591, 3634], [2592, 3635], [2592, 3635], [2592, 3632], [2591, 3631], [2594, 3628], [2595, 3629], [2597, 3627], [2601, 3625], [2603, 3625], [2606, 3628], [2607, 3630], [2609, 3629], [2612, 3632], [2611, 3634], [2611, 3642]]
1425	[[3723, 3631], [3721, 3631], [3720, 3632], [3718, 3632], [3715, 3630], [3715, 3627], [3716, 3626], [3717, 3627], [3720, 3627], [3721, 3626], [3723, 3626], [3723, 3631]]
1426	[[186, 3655], [184, 3653], [184, 3644], [182, 3640], [183, 3638], [181, 3637], [181, 3631], [179, 3629], [177, 3631], [174, 3631], [176, 3629], [178, 3629], [180, 3627], [182, 3628], [190, 3627], [193, 3633], [194, 3641], [191, 3643], [191, 3645], [189, 3647], [190, 3649], [190, 3652], [186, 3655]]
1427	[[544, 3694], [532, 3693], [527, 3689], [522, 3687], [507, 3673], [503, 3665], [503, 3662], [504, 3661], [505, 3662], [506, 3661], [503, 3659], [504, 3654], [509, 3647], [513, 3638], [522, 3630], [526, 3629], [527, 3628], [529, 3628], [530, 3627], [538, 3627], [542, 3629], [545, 3629], [549, 3632], [550, 3632], [555, 3639], [555, 3641], [556, 3642], [556, 3644], [559, 3650], [560, 3656], [561, 3657], [561, 3664], [559, 3666], [560, 3667], [560, 3669], [558, 3672], [558, 3675], [557, 3676], [557, 3679], [556, 3680], [555, 3686], [551, 3691], [547, 3693], [545, 3693], [544, 3694]]
1428	[[3491, 3641], [3487, 3642], [3486, 3639], [3483, 3639], [3482, 3638], [3480, 3637], [3482, 3636], [3482, 3635], [3477, 3635], [3477, 3634], [3479, 3633], [3479, 3631], [3481, 3629], [3486, 3627], [3487, 3630], [3490, 3630], [3490, 3632], [3492, 3633], [3492, 3637], [3490, 3638], [3492, 3639], [3491, 3641]]
1429	[[183, 3657], [182, 3656], [179, 3656], [178, 3654], [176, 3655], [176, 3657], [172, 3657], [172, 3649], [171, 3648], [171, 3644], [170, 3643], [170, 3639], [169, 3638], [171, 3637], [171, 3635], [173, 3633], [175, 3633], [175, 3632], [178, 3630], [181, 3631], [181, 3637], [183, 3638], [182, 3640], [184, 3644], [184, 3653], [185, 3654], [185, 3656], [183, 3657]]
1430	[[1893, 3651], [1891, 3652], [1886, 3652], [1883, 3651], [1883, 3648], [1881, 3644], [1882, 3630], [1884, 3645], [1885, 3641], [1886, 3642], [1891, 3642], [1892, 3641], [1893, 3645], [1893, 3638], [1894, 3638], [1894, 3647], [1893, 3648], [1893, 3651]]
1431	[[4241, 3681], [4240, 3680], [4236, 3679], [4230, 3673], [4229, 3673], [4224, 3668], [4224, 3665], [4223, 3664], [4223, 3660], [4222, 3658], [4225, 3656], [4223, 3654], [4223, 3650], [4228, 3640], [4233, 3635], [4239, 3632], [4242, 3632], [4243, 3631], [4246, 3631], [4247, 3630], [4256, 3630], [4257, 3631], [4262, 3632], [4270, 3640], [4270, 3641], [4273, 3645], [4273, 3647], [4275, 3651], [4275, 3653], [4272, 3654], [4273, 3655], [4275, 3656], [4275, 3658], [4272, 3664], [4272, 3666], [4263, 3675], [4262, 3675], [4260, 3677], [4258, 3677], [4257, 3678], [4255, 3678], [4251, 3680], [4248, 3680], [4247, 3681], [4241, 3681]]
1432	[[3726, 3638], [3725, 3640], [3718, 3641], [3715, 3639], [3715, 3634], [3716, 3633], [3719, 3635], [3720, 3634], [3723, 3634], [3725, 3633], [3725, 3637], [3726, 3638]]
1433	[[170, 3659], [167, 3659], [163, 3657], [158, 3652], [158, 3644], [160, 3640], [163, 3637], [167, 3637], [168, 3638], [169, 3637], [170, 3639], [170, 3643], [171, 3644], [170, 3646], [172, 3649], [172, 3656], [170, 3659]]
1434	[[2597, 3663], [2596, 3662], [2593, 3660], [2590, 3657], [2589, 3652], [2585, 3651], [2586, 3647], [2589, 3646], [2586, 3644], [2588, 3641], [2593, 3641], [2593, 3643], [2596, 3643], [2598, 3642], [2598, 3640], [2600, 3638], [2604, 3638], [2609, 3642], [2609, 3649], [2608, 3650], [2609, 3651], [2608, 3653], [2606, 3654], [2608, 3654], [2609, 3656], [2611, 3654], [2611, 3656], [2609, 3658], [2608, 3658], [2607, 3660], [2605, 3661], [2604, 3661], [2606, 3659], [2605, 3658], [2603, 3660], [2603, 3662], [2597, 3663]]
1435	[[3725, 3652], [3718, 3653], [3715, 3651], [3716, 3639], [3718, 3641], [3721, 3641], [3722, 3640], [3725, 3641], [3725, 3650], [3726, 3651], [3725, 3652]]
1436	[[1890, 3722], [1887, 3722], [1884, 3721], [1882, 3713], [1880, 3715], [1874, 3716], [1866, 3712], [1860, 3706], [1858, 3702], [1858, 3700], [1856, 3697], [1856, 3695], [1854, 3692], [1854, 3688], [1853, 3687], [1852, 3681], [1850, 3677], [1850, 3672], [1849, 3671], [1849, 3664], [1850, 3663], [1850, 3658], [1853, 3652], [1856, 3649], [1857, 3649], [1861, 3646], [1863, 3646], [1864, 3645], [1869, 3645], [1880, 3650], [1882, 3653], [1882, 3655], [1883, 3656], [1883, 3662], [1884, 3663], [1884, 3670], [1885, 3671], [1885, 3677], [1886, 3678], [1886, 3681], [1890, 3685], [1892, 3685], [1894, 3687], [1894, 3689], [1892, 3690], [1894, 3691], [1894, 3713], [1893, 3713], [1893, 3701], [1892, 3701], [1892, 3714], [1893, 3715], [1893, 3718], [1890, 3722]]
1437	[[3725, 3663], [3721, 3663], [3720, 3664], [3718, 3664], [3715, 3662], [3716, 3651], [3718, 3653], [3721, 3653], [3722, 3652], [3725, 3652], [3726, 3651], [3726, 3652], [3725, 3653], [3726, 3654], [3726, 3662], [3725, 3663]]
1438	[[7547, 3660], [7545, 3661], [7539, 3661], [7538, 3659], [7537, 3660], [7536, 3659], [7535, 3661], [7534, 3653], [7538, 3652], [7539, 3653], [7541, 3653], [7542, 3652], [7544, 3652], [7547, 3657], [7547, 3660]]
1439	[[7591, 3659], [7590, 3661], [7587, 3661], [7586, 3662], [7572, 3662], [7573, 3660], [7573, 3656], [7576, 3655], [7577, 3654], [7586, 3654], [7587, 3655], [7589, 3655], [7591, 3659]]
1440	[[5620, 3664], [5618, 3664], [5617, 3663], [5613, 3663], [5609, 3660], [5606, 3659], [5605, 3663], [5606, 3665], [5605, 3666], [5602, 3660], [5605, 3657], [5609, 3657], [5610, 3658], [5612, 3657], [5619, 3657], [5619, 3658], [5618, 3659], [5618, 3661], [5620, 3664]]
1441	[[5559, 3665], [5555, 3665], [5554, 3664], [5553, 3665], [5548, 3665], [5547, 3660], [5552, 3659], [5553, 3660], [5554, 3659], [5558, 3663], [5559, 3663], [5559, 3665]]
1442	[[5621, 3682], [5619, 3683], [5613, 3683], [5612, 3684], [5607, 3684], [5605, 3683], [5605, 3679], [5607, 3678], [5606, 3677], [5606, 3673], [5609, 3672], [5608, 3670], [5608, 3669], [5607, 3670], [5606, 3670], [5607, 3669], [5605, 3668], [5605, 3666], [5606, 3665], [5605, 3663], [5606, 3659], [5609, 3660], [5613, 3663], [5622, 3664], [5624, 3666], [5623, 3668], [5624, 3670], [5621, 3672], [5624, 3673], [5624, 3679], [5623, 3679], [5621, 3682]]
1443	[[5548, 3670], [5550, 3668], [5552, 3668], [5553, 3669], [5555, 3669], [5553, 3667], [5550, 3667], [5550, 3666], [5553, 3666], [5554, 3665], [5561, 3665], [5562, 3664], [5563, 3665], [5565, 3664], [5569, 3664], [5572, 3666], [5574, 3667], [5569, 3670], [5563, 3670], [5562, 3669], [5561, 3670], [5558, 3670], [5557, 3669], [5555, 3670], [5548, 3670]]
1444	[[1893, 3685], [1890, 3685], [1886, 3681], [1886, 3678], [1885, 3677], [1885, 3671], [1884, 3670], [1885, 3665], [1886, 3666], [1893, 3667], [1893, 3670], [1894, 3671], [1894, 3684], [1893, 3685]]
1445	[[5548, 3717], [5546, 3713], [5544, 3711], [5545, 3709], [5544, 3708], [5544, 3703], [5545, 3702], [5544, 3701], [5544, 3697], [5546, 3695], [5546, 3687], [5547, 3686], [5547, 3675], [5548, 3674], [5547, 3673], [5553, 3672], [5554, 3671], [5558, 3671], [5559, 3672], [5560, 3670], [5565, 3670], [5566, 3671], [5567, 3670], [5569, 3670], [5573, 3668], [5575, 3666], [5581, 3667], [5586, 3674], [5584, 3675], [5587, 3676], [5589, 3681], [5591, 3683], [5591, 3685], [5593, 3687], [5596, 3694], [5598, 3696], [5600, 3701], [5602, 3703], [5604, 3707], [5604, 3713], [5603, 3714], [5601, 3714], [5600, 3715], [5593, 3715], [5592, 3716], [5577, 3716], [5576, 3717], [5548, 3717]]
1446	[[5590, 3672], [5588, 3674], [5587, 3674], [5582, 3670], [5581, 3667], [5585, 3666], [5588, 3670], [5588, 3671], [5590, 3672]]
1447	[[3725, 3670], [3724, 3671], [3720, 3671], [3719, 3672], [3718, 3671], [3715, 3671], [3716, 3669], [3717, 3670], [3721, 3670], [3722, 3669], [3725, 3670]]
1448	[[3716, 3678], [3717, 3671], [3719, 3672], [3720, 3671], [3724, 3671], [3725, 3670], [3725, 3671], [3725, 3677], [3722, 3677], [3721, 3678], [3716, 3678]]
1449	[[4783, 3696], [4780, 3694], [4778, 3694], [4777, 3693], [4774, 3691], [4775, 3689], [4772, 3687], [4772, 3683], [4773, 3682], [4773, 3677], [4774, 3676], [4774, 3674], [4776, 3672], [4777, 3673], [4781, 3671], [4782, 3673], [4782, 3674], [4781, 3675], [4781, 3678], [4778, 3683], [4778, 3689], [4779, 3691], [4783, 3695], [4783, 3696]]
1450	[[2071, 3689], [2070, 3688], [2068, 3687], [2068, 3683], [2070, 3683], [2070, 3676], [2072, 3674], [2073, 3674], [2074, 3672], [2076, 3672], [2082, 3675], [2083, 3678], [2083, 3680], [2081, 3682], [2081, 3683], [2079, 3684], [2080, 3685], [2079, 3686], [2074, 3687], [2073, 3689], [2071, 3689]]
1451	[[4789, 3696], [4783, 3694], [4778, 3689], [4778, 3683], [4781, 3678], [4781, 3676], [4782, 3675], [4783, 3672], [4783, 3678], [4782, 3679], [4782, 3681], [4780, 3685], [4780, 3687], [4782, 3691], [4781, 3692], [4789, 3695], [4789, 3696]]
1452	[[7595, 3683], [7593, 3683], [7590, 3681], [7590, 3674], [7593, 3673], [7594, 3672], [7595, 3675], [7595, 3683]]
1453	[[1999, 3697], [1994, 3693], [1995, 3691], [1994, 3690], [1994, 3688], [1996, 3684], [2000, 3680], [2004, 3678], [2006, 3678], [2010, 3676], [2014, 3676], [2015, 3675], [2023, 3675], [2024, 3676], [2026, 3676], [2030, 3681], [2032, 3685], [2032, 3688], [2030, 3690], [2031, 3692], [2029, 3694], [2029, 3695], [2028, 3696], [2022, 3699], [2011, 3699], [2010, 3698], [2001, 3698], [1999, 3697]]
1454	[[5604, 3706], [5602, 3703], [5600, 3701], [5598, 3696], [5596, 3694], [5593, 3687], [5591, 3685], [5591, 3683], [5589, 3681], [5587, 3677], [5588, 3675], [5589, 3675], [5590, 3677], [5592, 3675], [5594, 3675], [5597, 3679], [5598, 3679], [5597, 3678], [5598, 3677], [5602, 3680], [5605, 3682], [5605, 3684], [5604, 3685], [5605, 3687], [5604, 3688], [5604, 3692], [5603, 3693], [5603, 3695], [5603, 3695], [5602, 3693], [5600, 3695], [5602, 3698], [5602, 3701], [5604, 3705], [5604, 3706]]
1455	[[3719, 3688], [3716, 3687], [3715, 3679], [3725, 3677], [3725, 3687], [3722, 3687], [3721, 3686], [3719, 3688]]
1456	[[1440, 3693], [1438, 3691], [1439, 3689], [1438, 3685], [1442, 3680], [1445, 3681], [1448, 3679], [1450, 3679], [1451, 3680], [1453, 3680], [1455, 3682], [1456, 3681], [1457, 3683], [1455, 3684], [1455, 3686], [1456, 3687], [1455, 3688], [1451, 3688], [1450, 3686], [1448, 3689], [1441, 3690], [1442, 3691], [1443, 3690], [1444, 3691], [1443, 3692], [1444, 3694], [1444, 3694], [1443, 3693], [1440, 3693]]
1457	[[5693, 3715], [5691, 3716], [5678, 3716], [5677, 3717], [5613, 3717], [5612, 3716], [5608, 3716], [5606, 3717], [5604, 3716], [5604, 3688], [5607, 3684], [5619, 3684], [5620, 3683], [5623, 3683], [5624, 3682], [5633, 3682], [5634, 3681], [5680, 3681], [5681, 3682], [5682, 3681], [5684, 3681], [5685, 3682], [5686, 3681], [5687, 3682], [5692, 3682], [5697, 3687], [5696, 3696], [5694, 3699], [5692, 3697], [5688, 3699], [5692, 3700], [5692, 3701], [5689, 3701], [5688, 3702], [5684, 3703], [5689, 3703], [5690, 3705], [5691, 3705], [5692, 3703], [5692, 3704], [5691, 3706], [5693, 3709], [5693, 3715]]
1458	[[7576, 3689], [7575, 3688], [7573, 3689], [7571, 3688], [7571, 3684], [7570, 3683], [7572, 3681], [7573, 3681], [7574, 3683], [7575, 3682], [7576, 3684], [7577, 3688], [7576, 3689]]
1459	[[7594, 3689], [7590, 3692], [7588, 3692], [7587, 3691], [7584, 3692], [7582, 3690], [7579, 3690], [7579, 3686], [7578, 3684], [7581, 3682], [7584, 3682], [7585, 3681], [7589, 3681], [7593, 3684], [7594, 3683], [7595, 3684], [7594, 3686], [7594, 3689]]
1460	[[7557, 3688], [7555, 3689], [7548, 3689], [7547, 3688], [7545, 3688], [7544, 3683], [7545, 3682], [7546, 3683], [7547, 3682], [7556, 3682], [7557, 3685], [7557, 3688]]
1461	[[7579, 3690], [7577, 3690], [7577, 3686], [7575, 3683], [7576, 3682], [7577, 3682], [7579, 3686], [7579, 3690]]
1462	[[5517, 3703], [5515, 3702], [5515, 3693], [5514, 3691], [5513, 3692], [5512, 3692], [5511, 3690], [5511, 3686], [5514, 3684], [5520, 3684], [5521, 3683], [5523, 3687], [5523, 3689], [5524, 3690], [5524, 3692], [5526, 3696], [5525, 3697], [5522, 3697], [5520, 3699], [5520, 3700], [5518, 3701], [5518, 3703], [5517, 3703]]
1463	[[5533, 3692], [5532, 3693], [5531, 3692], [5528, 3695], [5528, 3696], [5526, 3697], [5525, 3697], [5526, 3696], [5525, 3695], [5523, 3687], [5521, 3684], [5527, 3683], [5531, 3688], [5533, 3692]]
1464	[[7611, 3692], [7607, 3692], [7606, 3691], [7598, 3691], [7594, 3689], [7594, 3686], [7596, 3684], [7600, 3684], [7601, 3685], [7604, 3685], [7605, 3686], [7609, 3685], [7609, 3689], [7611, 3692]]
1465	[[7653, 3689], [7652, 3691], [7648, 3691], [7647, 3692], [7637, 3692], [7638, 3691], [7639, 3685], [7652, 3685], [7653, 3687], [7653, 3689]]
1466	[[1401, 3718], [1395, 3718], [1394, 3717], [1392, 3717], [1386, 3712], [1385, 3708], [1384, 3707], [1384, 3702], [1387, 3701], [1385, 3700], [1385, 3698], [1391, 3692], [1391, 3691], [1393, 3689], [1395, 3689], [1398, 3687], [1400, 3687], [1405, 3692], [1408, 3698], [1407, 3699], [1407, 3701], [1408, 3701], [1409, 3700], [1410, 3703], [1410, 3708], [1409, 3709], [1408, 3713], [1404, 3717], [1402, 3717], [1401, 3718]]
1467	[[3725, 3696], [3720, 3696], [3719, 3697], [3718, 3696], [3716, 3697], [3715, 3692], [3714, 3690], [3715, 3689], [3715, 3691], [3717, 3691], [3717, 3687], [3718, 3689], [3720, 3687], [3721, 3689], [3722, 3687], [3725, 3687], [3725, 3690], [3726, 3691], [3725, 3692], [3725, 3696]]
1468	[[1152, 3710], [1150, 3710], [1147, 3709], [1151, 3708], [1152, 3707], [1152, 3706], [1154, 3705], [1152, 3701], [1146, 3693], [1144, 3694], [1142, 3693], [1142, 3692], [1144, 3690], [1146, 3689], [1149, 3689], [1150, 3688], [1155, 3691], [1155, 3693], [1153, 3694], [1155, 3695], [1155, 3698], [1156, 3699], [1156, 3705], [1154, 3706], [1154, 3708], [1152, 3710]]
1469	[[7596, 3702], [7594, 3701], [7592, 3701], [7591, 3702], [7590, 3702], [7590, 3694], [7594, 3689], [7594, 3692], [7596, 3693], [7596, 3696], [7598, 3697], [7598, 3698], [7596, 3699], [7596, 3702]]
1470	[[436, 3728], [435, 3727], [433, 3727], [428, 3723], [428, 3721], [427, 3720], [427, 3712], [428, 3711], [428, 3707], [430, 3703], [434, 3699], [436, 3695], [439, 3692], [441, 3691], [447, 3691], [448, 3692], [450, 3692], [452, 3696], [452, 3704], [450, 3705], [451, 3707], [451, 3711], [450, 3712], [450, 3714], [448, 3717], [447, 3721], [442, 3726], [436, 3728]]
1471	[[1125, 3711], [1125, 3708], [1124, 3707], [1124, 3700], [1123, 3699], [1126, 3696], [1130, 3695], [1131, 3694], [1133, 3694], [1134, 3696], [1138, 3694], [1140, 3698], [1141, 3694], [1142, 3694], [1143, 3696], [1143, 3695], [1145, 3693], [1146, 3693], [1149, 3697], [1149, 3698], [1153, 3703], [1153, 3705], [1151, 3708], [1145, 3707], [1144, 3708], [1145, 3709], [1143, 3711], [1143, 3713], [1141, 3715], [1139, 3715], [1137, 3717], [1134, 3716], [1128, 3711], [1125, 3711]]
